model,set,measure,value
mdl6,CV,Accuracy,0.955893732267217
mdl6,CV,Kappa,0.1652775967863484
mdl6,CV,AUC_ROC,0.929684979991303
mdl6,CV,AUC_PR,0.45655383190415433
mdl6,CV,Brier,0.03416317675388956
